,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,price_m,delivery_m,effectiveness_m,ease of use_m,sentiment
204,Garden,102042,Pennington Classic Wild Bird Feed 40lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-40-lb-Bag/16794608?selected=true,Walmart,Pennington Bird,16794608,16794608,Yes,2022-04-24T00:00:00,2022,4,16,Poor quality feed. LOTS of inedible filler.,"This is the first time this has happened with this bird seed. There were TONS of twigs and cork-like fillers in the bag and it is dusty and itchy to the skin when it gets on it. Bugs? When I carried the filled feeders out to their pole, they felt lighter. Lighter enough to notice. Also, I notice birds do not eat the larger round, red, seeds, so that is an additional waste. Quite disappointed with this purchase. I hate to shop around for another brand. Why are you letting your quality slide so badly?",organic reviews,22.47,1,0,0,0,No,"this is the first time this has happened with this bird seed. there were tons of twigs and cork-like fillers in the bag and it is dusty and itchy to the skin when it gets on it. bugs? when i carried the filled feeders out to their pole, they felt lighter. lighter enough to notice. also, i notice birds do not eat the larger round, red, seeds, so that is an additional waste. quite disappointed with this purchase. i hate to shop around for another brand. why are you letting your quality slide so badly?",4/24/2022,95,0.1894061118364334,0.3999189436435699,0.5584583878517151,0.0533980540931224,Negative
205,Garden,143312,Smart Seed Sun & Shade Mixture 20lb bag,http://www.homedepot.com/p/314933321,Homedepot,Pennington Grass,314933319,314933321,Yes,2022-06-09T00:00:00,2022,6,23,If you follow the directions you will have grass...,If you follow the directions you will have grass,organic reviews,64.0,5,0,0,0,No,if you follow the directions you will have grass,6/9/2022,9,0.0024094393011182,0.315740704536438,0.5394124388694763,0.5084977149963379,Neutral
218,Garden,143322,Smart Seed Sun & Shade Mixture 20lb bag,http://www.homedepot.com/p/314933321,Homedepot,Pennington Grass,314933319,314933321,Yes,2022-06-30T00:00:00,2022,6,26,"Grass didnt grow, even with putting down mushroom soil and...","Grass didnt grow, even with putting down mushroom soil and watering....",organic reviews,64.0,2,0,0,0,No,"grass didnt grow, even with putting down mushroom soil and watering....",6/30/2022,11,0.0252775996923446,0.0199264995753765,0.3996073007583618,0.0060724611394107,Negative
225,Garden,58356,Pennington 50-ft x 4-ft Straw Seed Blanket,https://www.lowes.com/pd/Pennington-50-ftx-4-ft-Straw-Erosion-Blanket/1000377197,Lowes,Pennington Bird,1000377197,1000377197,No,2021-09-03T00:00:00,2021,9,35,OK but plastic net is left behind,"The overall quality of this product is OK and it does the job, even though the hay content is somewhat lacking. For new grass seed it does the job well. Unfortunately I cant recommend the product because the plastic netting remains behind, well after the hay has disintegrated. Its been about 12 weeks and the netting is showing no signs of degrading. In the future, I will probably just spread hay by hand. I thought this would be a time saver but Im now left with a bit of a mess.",organic reviews,23.98,3,1,0,2,No,"the overall quality of this product is ok and it does the job, even though the hay content is somewhat lacking. for new grass seed it does the job well. unfortunately i cant recommend the product because the plastic netting remains behind, well after the hay has disintegrated. its been about 12 weeks and the netting is showing no signs of degrading. in the future, i will probably just spread hay by hand. i thought this would be a time saver but im now left with a bit of a mess.",9/3/2021,91,0.5230507850646973,0.2836060523986816,0.5200185775756836,0.0339067056775093,Positive
226,Garden,110627,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corry's,203636415,203636436,Yes,2022-05-04T00:00:00,2022,5,18,Product was out stock...,Product was out stock,organic reviews,23.97,1,0,0,0,No,product was out stock,5/4/2022,4,0.1701116561889648,0.2390612363815307,0.1409650444984436,0.0309722814708948,Negative
239,Garden,33199,Pennington Wild Bird Food,http://www.homedepot.com/p/t/312026386,Homedepot,Pennington Bird,312026386,312026384,Yes,2021-07-29T00:00:00,2021,7,30,I love mixing different kinds of bird food together for my outdoor birds. They love the mixture. ...,"I love mixing different kinds of bird food together for my outdoor birds.They love the mixture.  I love shopping at our local Home Depot!Everyone that I have had contact with since they opened local here,,has been helpful!",organic reviews,12.98,5,0,0,0,No,"i love mixing different kinds of bird food together for my outdoor birds.they love the mixture.  i love shopping at our local home depot!everyone that i have had contact with since they opened local here,,has been helpful!",7/29/2021,38,0.2939350605010986,0.1493103951215744,0.6933075785636902,0.644003689289093,Positive
245,Garden,111116,Smart Seed Sun & Shade Southern Mixture 7lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933316,314933301,Yes,2022-04-27T00:00:00,2022,4,17,I conducted two different seedings - each one about 3...,"I conducted two different seedings - each one about 3 weeks apart - weeks later, still nothing.",organic reviews,24.97,1,0,0,0,No,"i conducted two different seedings - each one about 3 weeks apart - weeks later, still nothing.",4/27/2022,17,0.3411630392074585,0.1490999311208725,0.4482421576976776,0.0882074981927871,Negative
246,Garden,133138,Smart Seed Dense Shade Mixture 7lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933291,314933301,Yes,2022-05-19T00:00:00,2022,5,20,"I followed all directions, and the weather is optimal for...","I followed all directions, and the weather is optimal for growing grass seed, however this grass seed has not germinated yet.",organic reviews,29.82,1,0,0,0,No,"i followed all directions, and the weather is optimal for growing grass seed, however this grass seed has not germinated yet.",5/19/2022,21,0.1088467165827751,0.0493902899324893,0.3535434007644653,0.1623124033212661,Neutral
251,Garden,141169,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713426,317713416,Yes,2022-06-08T00:00:00,2022,6,23,"The grass grows in the 2nd week, thats what the...","The grass grows in the 2nd week, thats what the bag label said.",organic reviews,0.0,5,0,0,0,No,"the grass grows in the 2nd week, thats what the bag label said.",6/8/2022,13,0.0028642024844884,0.331939697265625,0.6110689640045166,0.0196438450366258,Neutral
263,Garden,132605,Pennington Premium 7 lbs. Birder's Seed Blend Bird Food,http://www.homedepot.com/p/312026385,Homedepot,Pennington Bird,312026385,312026385,Yes,2022-05-25T00:00:00,2022,5,21,The birds told me this food was delicious!...,The birds told me this food was delicious!,organic reviews,12.98,5,0,0,0,No,the birds told me this food was delicious!,5/25/2022,8,0.0096960142254829,0.1141935735940933,0.1816438287496566,0.0377837158739566,Positive
265,Garden,132677,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026400,312026381,Yes,2022-05-19T00:00:00,2022,5,20,too much stalk pieces,bag was full of a lot of wood and stalk pieces.  very disappointed,organic reviews,17.48,3,0,0,0,No,bag was full of a lot of wood and stalk pieces.  very disappointed,5/19/2022,14,0.1391244083642959,0.2266212999820709,0.0601879507303237,0.0004405212821438,Negative
282,Garden,141650,Sevin Insect Killer,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,308861793,303593722,Yes,2022-06-15T00:00:00,2022,6,24,Hard to turn off and on.  Also didnt come...,"Hard to turn off and on.  Also didnt come out in a nice spray,  no more seven ready spray for me..",organic reviews,12.35,1,0,0,0,No,"hard to turn off and on.  also didnt come out in a nice spray,  no more seven ready spray for me..",6/15/2022,23,0.2441761791706085,0.136499673128128,0.2764672338962555,0.000358689634595,Negative
285,Garden,111452,The Rebels Tall Fescue 3 lb,http://www.homedepot.com/p/314933287,Homedepot,Pennington Grass,314933287,314933287,Yes,2022-04-26T00:00:00,2022,4,17,Worse seed for a starter or lush lawn,As a former landscaper myself Rebel was recommended to me by a friend to start a new lawn with the house I built. It had more weeds then grass and most of all it took weeks for the grass to germinate. I cant say that about the weeds. I over seeded again a month and a half later by my friend insistence and low and behold weed heaven.  most importantly dont waste your money unless you enjoy looking at weeds. Dont let anyone tell you differently    Dissatisfied customer,organic reviews,14.96,1,0,0,0,No,as a former landscaper myself rebel was recommended to me by a friend to start a new lawn with the house i built. it had more weeds then grass and most of all it took weeks for the grass to germinate. i cant say that about the weeds. i over seeded again a month and a half later by my friend insistence and low and behold weed heaven.  most importantly dont waste your money unless you enjoy looking at weeds. dont let anyone tell you differently    dissatisfied customer,4/26/2022,92,0.2119714021682739,0.2717534899711609,0.5231178402900696,0.022359961643815,Negative
289,Garden,72224,Kentucky 31 Tall Fescue,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,204711466,306924565,Yes,2022-01-18T00:00:00,2022,1,3,Seed did not germinate. Tooled and prepared area....,Seed did not germinate. Tooled and prepared area.,organic reviews,25.98,1,0,0,0,No,seed did not germinate. tooled and prepared area.,1/18/2022,8,0.1175617277622222,0.3259024024009704,0.3022464513778686,0.1458450257778167,Neutral
291,Garden,70484,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026384,312026384,Yes,2021-12-28T00:00:00,2021,12,52,"The birds like it, but not as much as sunflower...","The birds like it, but not as much as sunflower seed alone. Squirrels, however, love it, to my chagrin.",organic reviews,23.48,3,0,0,0,No,"the birds like it, but not as much as sunflower seed alone. squirrels, however, love it, to my chagrin.",12/28/2021,19,0.1274403035640716,0.1718408316373825,0.5832202434539795,0.2647086977958679,Positive
294,Garden,133537,Smart Seed Pennsylvania State Mixture 7lb bag,http://www.homedepot.com/p/314933324,Homedepot,Pennington Grass,314933323,314933324,Yes,2022-05-21T00:00:00,2022,5,20,the grass did not grow so we took 2 bags...,the grass did not grow so we took 2 bags back to store,organic reviews,33.97,1,0,0,0,No,the grass did not grow so we took 2 bags back to store,5/21/2022,13,0.111758179962635,0.0182023234665393,0.5547903180122375,0.0130375204607844,Negative
306,Garden,5950,Sevin Insect Killer Dust 3 lb. Bifenthrin,https://www.amazon.com/Sevin-100517556-Ready-Use-White/dp/B006O8OWFG,Amazon,GardenTech,B006O8OWFG,B006O8OWFG,No,2021-06-06T00:00:00,2021,6,22,Does not kill fleas,Good product around my pets and plants. Doesnt kill fleas Tho like it said it would.,organic reviews,0.0,5,0,0,0,No,good product around my pets and plants. doesnt kill fleas tho like it said it would.,6/6/2021,16,0.0450417026877403,0.0127482283860445,0.4087525308132171,0.0135339042171835,Positive
310,Garden,150584,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,Expert Gardener,112134279,112490018,Yes,2022-05-26T00:00:00,2022,5,21,Worst product ever,Worst product ever. It was more chunky wood pieces then compost/dirt. Mold grew and killed off every plant it was placed on. This includes indoors and out. We topped off our cactus and succulents. Theses were old plants inherited 32 years ago. Just gone. Im literally crying over dead plants.,organic reviews,11.97,1,0,0,0,No,worst product ever. it was more chunky wood pieces then compost/dirt. mold grew and killed off every plant it was placed on. this includes indoors and out. we topped off our cactus and succulents. theses were old plants inherited 32 years ago. just gone. im literally crying over dead plants.,5/26/2022,50,0.3390195369720459,0.1209874302148819,0.0947975218296051,0.0008476905641146,Negative
314,Garden,142881,Smart Seed Dense Shade Mixture 7lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933291,314933301,Yes,2022-06-04T00:00:00,2022,6,22,Did not help my grass...,Did not help my grass,organic reviews,29.82,1,0,0,0,No,did not help my grass,6/4/2022,5,0.0683840364217758,0.0290636513382196,0.322854608297348,0.0005693344864994,Negative
315,Garden,130269,Smart Seed Sun & Shade Mixture 7lb bag,https://www.amazon.com/dp/B08QCSTZ2F,Amazon,Pennington Grass,B08QCSTZ2F,B08QCRN569,Yes,2022-05-12T00:00:00,2022,5,19,Junk 3 weeks later there are just dead unsprouted seeeds,"Ive lanted grass and sod many times and a friend put some seed down at the sa,e time as I did to patch our lawns. His is great mine is well junk. Kept it watered, still am and..nope I just see dead seeds mixed with the top soil. i put down.",organic reviews,24.97,1,0,0,0,No,"ive lanted grass and sod many times and a friend put some seed down at the sa,e time as i did to patch our lawns. his is great mine is well junk. kept it watered, still am and..nope i just see dead seeds mixed with the top soil. i put down.",5/12/2022,51,0.4378613829612732,0.1778691112995147,0.2346623539924621,0.058947492390871,Positive
316,Garden,18132,Sevin Ready-to-Spray Bug Killer 32 oz. ,http://www.homedepot.com/p/t/303593722,Homedepot,GardenTech,303593722,303593722,Yes,2021-07-14T00:00:00,2021,7,28,Dumbest Spray Switch Design,"Bought the Sevin spray bottle with the refill bottle. The spray bottle has the dumbest slide ON/OFF design that I have even seen. Once turned ON the spray, it is impossible to shut off the spray. Almost broke both of my thumb nails but was not able to turn off. Just imagine, it kept spraying/splashing non-stop with chemical and the only way to shut off is at the source/faucet.",organic reviews,15.99,1,1,0,0,No,"bought the sevin spray bottle with the refill bottle. the spray bottle has the dumbest slide on/off design that i have even seen. once turned on the spray, it is impossible to shut off the spray. almost broke both of my thumb nails but was not able to turn off. just imagine, it kept spraying/splashing non-stop with chemical and the only way to shut off is at the source/faucet.",7/14/2021,69,0.6332379579544067,0.2008641511201858,0.3169403374195099,0.0015083169564604,Negative
