,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
53,Garden,75058,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-03-01T00:00:00,2022,3,9,Works fast,"After one application slugs are no where to be found, Great product",organic reviews,23.97,5,0,0,0,No,"after one application slugs are no where to be found, great product",2022-03-01,12,positive,,efficient,effective,ease of use,0.9976730942726135,,"('', 'efficient', 'effective', 'ease of use', '')"
54,Garden,131574,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-12T00:00:00,2022,5,19,Consumer,Great product. Worked for me.,organic reviews,13.97,5,0,0,0,No,great product. worked for me.,2022-05-12,5,positive,,efficient,effective,ease of use,0.9975427985191345,,"('', 'efficient', 'effective', 'ease of use', '')"
55,Garden,79107,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-01T00:00:00,2022,4,13,Slugs,Cant see where it is working on my problem,organic reviews,23.97,2,0,0,0,No,cant see where it is working on my problem,2022-04-01,9,negative,,,,,0.17186635732650757,other,"('', '', '', '', 'other')"
56,Garden,14572,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-26T00:00:00,2021,6,25,Work perfectly I have used before plans for getting those...,Work perfectly I have used before plans for getting those little holes in the leaves specifically zinnias and now the slug bait is gone and the holes are also,organic reviews,7.64,5,0,0,0,No,work perfectly i have used before plans for getting those little holes in the leaves specifically zinnias and now the slug bait is gone and the holes are also,2021-06-26,29,neutral,,efficient,effective,,0.9972713589668274,,"('', 'efficient', 'effective', '', '')"
57,Garden,90123,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-16T00:00:00,2022,4,15,Corrys slug,It doesnt last in the water.  It dissolve with the water contact and yo have to apply every day,organic reviews,7.97,2,0,0,0,No,it doesnt last in the water.  it dissolve with the water contact and yo have to apply every day,2022-04-16,20,neutral,cost,,,,0.8152507543563843,,"('cost', '', '', '', '')"
58,Garden,141442,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-08T00:00:00,2022,6,23,The only product Ive ever used that Kills slugs. ...,The only product Ive ever used that Kills slugs.  My garden is beautiful thanks to Corrys!,organic reviews,7.97,5,0,0,0,No,the only product ive ever used that kills slugs.  my garden is beautiful thanks to corrys!,2022-06-08,17,positive,cost,efficient,effective,,0.9912592768669128,,"('cost', 'efficient', 'effective', '', '')"
59,Garden,90131,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-13T00:00:00,2022,4,15,The snails and slugs are now decomposing in the back...,"The snails and slugs are now decomposing in the back yard, as intended. The snails that escaped vowed vengeance, so Ill need some more. As soon as they get here. Sometime later this week. Theyre moving very, very, slowly. Im kinda scared.",organic reviews,13.97,5,0,0,0,No,"the snails and slugs are now decomposing in the back yard, as intended. the snails that escaped vowed vengeance, so ill need some more. as soon as they get here. sometime later this week. theyre moving very, very, slowly. im kinda scared.",2022-04-13,42,negative,,,effective,,0.9824344515800476,,"('', '', 'effective', '', '')"
60,Garden,100249,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-20T00:00:00,2022,4,16,Work Great,I have been at war with snails for four years and now i am winning the war.Corrys works very well.,organic reviews,23.97,5,0,0,0,No,i have been at war with snails for four years and now i am winning the war.corrys works very well.,2022-04-20,20,positive,,efficient,effective,,0.9960457682609558,,"('', 'efficient', 'effective', '', '')"
61,Garden,141471,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-30T00:00:00,2022,6,26,"It works to stop slugs eating your plants, however, it...","It works to stop slugs eating your plants, however, it only lasts for about 2 weeks.Ibought onelast yer that lasted for month at Home Depot.",organic reviews,13.97,3,0,0,0,No,"it works to stop slugs eating your plants, however, it only lasts for about 2 weeks.ibought onelast yer that lasted for month at home depot.",2022-06-30,25,neutral,,,effective,,0.8781273365020752,,"('', '', 'effective', '', '')"
62,Garden,141530,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-02T00:00:00,2022,6,22,Gets ruined with rain or sprinkler water...,Gets ruined with rain or sprinkler water,organic reviews,23.97,1,0,0,0,No,gets ruined with rain or sprinkler water,2022-06-02,7,negative,,,,,0.44072312116622925,other,"('', '', '', '', 'other')"
63,Garden,130062,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-05-17T00:00:00,2022,5,20,Killed snails quick,Ill give it a 4 for taste just for fun. Dont eat it! Killed the snails eating this years sunflowers quick.,organic reviews,11.98,5,0,0,0,No,ill give it a 4 for taste just for fun. dont eat it! killed the snails eating this years sunflowers quick.,2022-05-17,21,negative,,efficient,effective,,0.995803713798523,,"('', 'efficient', 'effective', '', '')"
64,Garden,141455,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-15T00:00:00,2022,6,24,"Unfortunately, this product did not work for me. The next...","Unfortunately, this product did not work for me. The next morning I could see the slimy slug trails right through the product, and my marigolds are still being eaten.",organic reviews,7.97,1,0,0,0,No,"unfortunately, this product did not work for me. the next morning i could see the slimy slug trails right through the product, and my marigolds are still being eaten.",2022-06-15,29,negative,cost,,,,0.7158445119857788,,"('cost', '', '', '', '')"
65,Garden,72189,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-01-12T00:00:00,2022,1,2,Does not cover the square footage posted on the box...,Does not cover the square footage posted on the box plus 1/4 of the box is kind of a power instead of granules.,organic reviews,23.97,3,0,0,1,No,does not cover the square footage posted on the box plus 1/4 of the box is kind of a power instead of granules.,2022-01-12,23,negative,,,,,0.40058645606040955,other,"('', '', '', '', 'other')"
66,Garden,77097,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-03-15T00:00:00,2022,3,11,Havent seen any slugs since Ive started using this last...,Havent seen any slugs since Ive started using this last year,organic reviews,23.97,5,0,0,0,No,havent seen any slugs since ive started using this last year,2022-03-15,11,neutral,,efficient,effective,ease of use,0.9960632920265198,,"('', 'efficient', 'effective', 'ease of use', '')"
67,Garden,5191,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-20T00:00:00,2021,7,29,Container was damaged and spilled all over me..,"This is an insecticide, and stuff spilled all over me when opening the amazon bag. The box was defective and rotten at the bottom of the container. This is as well an insecticide and could be very harmful to me. PLEASE Send a proper container to return whats left inside the box. This is so very WRONG! How could anyone not see or spot the damage before sending this moldy, rotten damaged container?",organic reviews,11.96,1,0,0,0,No,"this is an insecticide, and stuff spilled all over me when opening the amazon bag. the box was defective and rotten at the bottom of the container. this is as well an insecticide and could be very harmful to me. please send a proper container to return whats left inside the box. this is so very wrong! how could anyone not see or spot the damage before sending this moldy, rotten damaged container?",2021-07-20,73,negative,cost,,effective,,0.888617992401123,,"('cost', '', 'effective', '', '')"
68,Garden,141476,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Good Slug bait,I have used Corrys in the past and am very satisfied with the product.,organic reviews,13.97,5,0,0,0,No,i have used corrys in the past and am very satisfied with the product.,2022-06-22,14,positive,,efficient,effective,ease of use,0.9906495213508606,,"('', 'efficient', 'effective', 'ease of use', '')"
69,Garden,5190,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-26T00:00:00,2021,7,30,Dissappearing Slug Killer,"Product claims it is rain tolerant and lasts for weeks. BAD NEWS. It melts away in one night, dissolves into the soil. GONE.",organic reviews,11.96,1,0,0,0,No,"product claims it is rain tolerant and lasts for weeks. bad news. it melts away in one night, dissolves into the soil. gone.",2021-07-26,23,negative,,,,,0.32690563797950745,other,"('', '', '', '', 'other')"
70,Garden,110612,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-05T00:00:00,2022,5,18,Havent seen any snails since I put it out....,Havent seen any snails since I put it out.,organic reviews,7.97,5,0,0,0,No,havent seen any snails since i put it out.,2022-05-05,9,negative,,,effective,,0.9816806316375732,,"('', '', 'effective', '', '')"
71,Garden,150344,Corry’s Slug & Snail Killer 1.75lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-1-75-lbs/35610011?selected=true,Walmart,Corrys,35610011,35610011,No,2022-05-18T00:00:00,2022,5,20,bird food,"I put this out and around , slugs use it to get a better reach up . The Blue Jays gather it up every time I put it out , I have no idea why . I much prefer the old mix .",syndicated reviews,7.76,2,0,0,0,No,"i put this out and around , slugs use it to get a better reach up . the blue jays gather it up every time i put it out , i have no idea why . i much prefer the old mix .",2022-05-18,43,neutral,,,effective,,0.8572850227355957,,"('', '', 'effective', '', '')"
72,Garden,77089,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-15T00:00:00,2022,3,11,Havent seen any slugs since Ive started using this last...,Havent seen any slugs since Ive started using this last year,organic reviews,7.97,5,0,0,0,No,havent seen any slugs since ive started using this last year,2022-03-15,11,neutral,,efficient,effective,ease of use,0.9960632920265198,,"('', 'efficient', 'effective', 'ease of use', '')"
73,Garden,68075,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-28T00:00:00,2021,6,26,Easy use,"This review was collected as part of a promotion, and the opinions are my own. I used this on sidewalk wetting down the area first to have it attach better abs not blow away. The canister was easy enough to open and distribute the product. I have just put it on and it says it takes 3 to 4 weeks but Im hopeful this product works well.",organic reviews,12.88,4,0,0,0,Yes,"this review was collected as part of a promotion, and the opinions are my own. i used this on sidewalk wetting down the area first to have it attach better abs not blow away. the canister was easy enough to open and distribute the product. i have just put it on and it says it takes 3 to 4 weeks but im hopeful this product works well.",2021-06-28,67,positive,,efficient,effective,ease of use,0.9894839525222778,,"('', 'efficient', 'effective', 'ease of use', '')"
74,Garden,110615,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-27T00:00:00,2022,4,17,Perfect for demolishing snails...,Perfect for demolishing snails,organic reviews,7.97,5,0,0,0,No,perfect for demolishing snails,2022-04-27,4,positive,,efficient,effective,ease of use,0.9993502497673035,,"('', 'efficient', 'effective', 'ease of use', '')"
75,Garden,5217,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-10-22T00:00:00,2021,10,42,I have not seen a huge reduction in the snails I used to use Snairol and it worked much better,Just does not stop rtge snails no matter how much I use. I will try something else from now on.,organic reviews,11.96,4,0,0,0,No,just does not stop rtge snails no matter how much i use. i will try something else from now on.,2021-10-22,20,negative,,,,,0.39025968313217163,other,"('', '', '', '', 'other')"
76,Garden,80028,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-04-05T00:00:00,2022,4,14,Quick delivery,I use it for slug control . Seems to work just fine,organic reviews,12.88,5,0,0,0,No,i use it for slug control . seems to work just fine,2022-04-05,12,positive,,efficient,effective,ease of use,0.9992212057113647,,"('', 'efficient', 'effective', 'ease of use', '')"
77,Garden,131552,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-14T00:00:00,2022,5,19,"Works just as effectively as the more expensive alternatives, but...","Works just as effectively as the more expensive alternatives, but at a much lower price.  Same results - dead slugs.",organic reviews,7.97,5,0,0,0,No,"works just as effectively as the more expensive alternatives, but at a much lower price.  same results - dead slugs.",2022-05-14,21,negative,cost,efficient,effective,ease of use,0.9969145059585571,,"('cost', 'efficient', 'effective', 'ease of use', '')"
78,Garden,110616,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-27T00:00:00,2022,4,17,,Snail problem this year very bad. This product works well and not harmful to pets. You do have to keep applying every 2 weeks.,organic reviews,7.97,5,0,0,0,No,snail problem this year very bad. this product works well and not harmful to pets. you do have to keep applying every 2 weeks.,2022-04-27,24,negative,,efficient,effective,,0.9938583374023438,,"('', 'efficient', 'effective', '', '')"
