,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient
24636,Garden,140567,AMDRO Gopher Gasser 6-pack,http://www.homedepot.com/p/203031283,Homedepot,Amdro,203031283,203031283,No,2022-06-15T00:00:00,2022,6,24,lousy,"Had a skunk burrowing under the shed, used the gasser, filled the hole just like in the video & as stated on the directions. Next day, hole was dug out & remains of gasser tossed outside. I think the skunk was in there smoking it!! Tried it 2 times with no positive results.",syndicated reviews,7.91,1,0,0,0,No,"had a skunk burrowing under the shed, used the gasser, filled the hole just like in the video & as stated on the directions. next day, hole was dug out & remains of gasser tossed outside. i think the skunk was in there smoking it!! tried it 2 times with no positive results.",6/15/2022,53,negative,,,1,1
18234,Garden,111808,Smart Seed Dense Shade Mixture 3lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Dense-Shade-7-lb-Mixture-Blend-Grass-Seed/5013148065,Lowes,Pennington Grass,5013148071,5013148071,Yes,2022-05-02T00:00:00,2022,5,18,No growth,[This review was collected as part of a promotion.] I was hoping giving it more time would result in seeing some growth but unfortunately there was none. I followed the instructions on the pack to a tee hoping to make those bare spots around my tree a bit fuller and still saw no new grass.,syndicated reviews,18.38,1,3,0,0,Yes,[this review was collected as part of a promotion.] i was hoping giving it more time would result in seeing some growth but unfortunately there was none. i followed the instructions on the pack to a tee hoping to make those bare spots around my tree a bit fuller and still saw no new grass.,5/2/2022,55,negative,,,1,
28388,Garden,150300,Pennington Southwest Classic Wild Bird Feed 40 lbs.,https://www.walmart.com//ip/Pennington-Year-Round-Southwest-Blend-Wild-Bird-Feed-40-lbs/407156761?selected=true,Walmart,Pennington Bird,407156761,407156761,Yes,2022-06-04T00:00:00,2022,6,22,Pennington Southwest Blend Wild Bird Feed and Seed,A very good mix for small birds. Quail love this and share with doves. Good selection of seed and quail come to eat when I call them with a quail call. Im in Northern CA but the southwest mix is hit. A good buy.,organic reviews,22.47,5,0,0,0,No,a very good mix for small birds. quail love this and share with doves. good selection of seed and quail come to eat when i call them with a quail call. im in northern ca but the southwest mix is hit. a good buy.,6/4/2022,44,positive,,,1,
26119,Garden,142051,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,Image for Weeds,311670295,311670269,Yes,2022-06-29T00:00:00,2022,6,26,Kills em dead,[This review was collected as part of a promotion.] It works really well! Its so nice and convenient to just be able to screw it onto the end of the hose and spray the affected area(s) instead of getting cramps spraying the old school style!,syndicated reviews,13.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] it works really well! its so nice and convenient to just be able to screw it onto the end of the hose and spray the affected area(s) instead of getting cramps spraying the old school style!,6/29/2022,45,positive,,1,1,1
20311,Garden,131942,Sevin Ready-to-Use 1.33 gal.,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,311707480,303593722,Yes,2022-05-25T00:00:00,2022,5,21,I ordered 2 containers.  The lines for BOTH clogged...,"I ordered 2 containers.  The lines for BOTH clogged very soon after use began.  I vigorously shook the sprayer before application, but the line still clogged and ended up unusable.  Total waste.  Dont buy this junk  a complete ripoff.",organic reviews,19.98,1,0,0,0,No,"i ordered 2 containers.  the lines for both clogged very soon after use began.  i vigorously shook the sprayer before application, but the line still clogged and ended up unusable.  total waste.  dont buy this junk  a complete ripoff.",5/25/2022,44,negative,1,,1,1
22912,Garden,134918,Sevin Ready to Use  5% Dust 1 lb. 3-Pack,https://www.lowes.com/pd/Sevin-5-Dust-1-lb-Garden-Insect-Killer-3-Pack/1000481173,Lowes,GardenTech,1000481173,1000481173,No,2022-05-16T00:00:00,2022,5,20,good product,[This review was collected as part of a promotion.] Ive been having trouble with ants in my backyard and this product solve my issue quicker than what I could expect,syndicated reviews,14.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] ive been having trouble with ants in my backyard and this product solve my issue quicker than what i could expect,5/16/2022,30,positive,,,1,
27475,Garden,143407,Sevin Ready to Use 5% Dust 1 lb. ,https://www.homedepot.com/p/Sevin-3-lbs-Ready-to-Use-Garden-Insect-Killer-Dust-100539964/316708109,Homedepot,GardenTech,316708103,316708103,Yes,2022-06-10T00:00:00,2022,6,23,Must work,"[This review was collected as part of a promotion.] This product is very simple to use. It must be working because I havent seen as many pests. Its a nice size bottle, not heavy for carrying around.",syndicated reviews,9.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] this product is very simple to use. it must be working because i havent seen as many pests. its a nice size bottle, not heavy for carrying around.",6/10/2022,37,positive,,1,1,
26437,Garden,142369,Pennington Ultimate Nut and Fruit Bird Seed Blend,http://www.homedepot.com/p/312026396,Homedepot,Pennington Bird,312026396,312026396,Yes,2022-06-01T00:00:00,2022,6,22,The contents of the package were reduced to almost a...,The contents of the package were reduced to almost a fine powder. There was nothing for my wildlife to eat. Very disappointed.,organic reviews,15.98,1,0,0,0,No,the contents of the package were reduced to almost a fine powder. there was nothing for my wildlife to eat. very disappointed.,6/1/2022,22,negative,1,,,1
17388,Garden,110962,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026386,312026384,Yes,2022-05-05T00:00:00,2022,5,18,Too much sunflower seeds in the mix...,Too much sunflower seeds in the mix,organic reviews,13.98,4,0,0,0,No,too much sunflower seeds in the mix,5/5/2022,7,negative,,,1,
20820,Garden,132521,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/311569530,Homedepot,Pennington Grass,311569529,311569530,Yes,2022-05-12T00:00:00,2022,5,19,Seed never sprouted!...,Seed never sprouted!,organic reviews,49.97,1,0,0,0,No,seed never sprouted!,5/12/2022,3,negative,,,1,
16959,Garden,110533,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,Pennington Fertilizer,100211859,202949934,Yes,2022-04-27T00:00:00,2022,4,17,The fertilizer is excellent it helps your plants to flower...,The fertilizer is excellent it helps your plants to flower better it is a little stinky but its OK,organic reviews,24.99,4,0,0,0,No,the fertilizer is excellent it helps your plants to flower better it is a little stinky but its ok,4/27/2022,19,positive,,,1,
25775,Garden,141707,Sevin Insect Killer,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,100598614,303593722,Yes,2022-06-07T00:00:00,2022,6,23,Amazing results,[This review was collected as part of a promotion.] Due to our neighbor digging up their backyard our plants were infested with bugs. This product quickly got rid of the bugs and our plants are showing minimal damage from the bugs. I will keep this product in our house always!,syndicated reviews,7.49,5,0,0,0,Yes,[this review was collected as part of a promotion.] due to our neighbor digging up their backyard our plants were infested with bugs. this product quickly got rid of the bugs and our plants are showing minimal damage from the bugs. i will keep this product in our house always!,6/7/2022,50,positive,,,1,1
27357,Garden,143289,Smart Seed Sun & Shade Mixture 3lb bag,http://www.homedepot.com/p/314933321,Homedepot,Pennington Grass,314933321,314933321,Yes,2022-06-20T00:00:00,2022,6,25,"Dont buy, does not work","This product does not work. After three weeks of care, and watering barely a blade of grass grew. Not Im out time, money and still no grass.",syndicated reviews,12.94,2,0,0,0,No,"this product does not work. after three weeks of care, and watering barely a blade of grass grew. not im out time, money and still no grass.",6/20/2022,27,negative,1,,1,
1188,Garden,6596,Smart Seed Sun & Shade Mixture 7lb bag,https://www.amazon.com/dp/B08QCSTZ2F,Amazon,Pennington Grass,B08QCSTZ2F,B08QCRN569,Yes,2021-09-02T00:00:00,2021,9,35,6 days later  Grass is growing!,"Planted this 6 days ago, grass is growing! Im happy! I dug up and raked the soil beforehand, scattered seeds by hand, laid out straw, and watered 1-2x a day.I bought this because it seemed like a decent price and had fertilizer and fancy coated seeds combined. Wanted something easy and would definitely grow, will try to update review as time goes on",organic reviews,24.25,5,2,0,1,No,"planted this 6 days ago, grass is growing! im happy! i dug up and raked the soil beforehand, scattered seeds by hand, laid out straw, and watered 1-2x a day.i bought this because it seemed like a decent price and had fertilizer and fancy coated seeds combined. wanted something easy and would definitely grow, will try to update review as time goes on",9/2/2021,63,positive,1,1,1,
16370,Garden,102030,Smart Seed Sun & Shade Southern Mixture 7lb bag,https://www.walmart.com//ip/Pennington-Smart-Seed-Sun-Shade-Grass-Seed-Mix-for-Southern-Lawns-7-lb/212383451?selected=true,Walmart,Pennington Grass,212383451,202649240,Yes,2022-04-22T00:00:00,2022,4,16,Great Brand,"[This review was collected as part of a promotion.] I live in a northern state so it doesnt get warm here until later in the year. I have yet to try this product due to the climate where I live. I will probably begin next month using it. However, I work at a nursery and get asked all the time if we carry this particular brand of grass seed. It seems to be in high demand if so many people are asking for it. I am excited to use it next month and hope it generates the results everyone says it does.",syndicated reviews,24.97,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i live in a northern state so it doesnt get warm here until later in the year. i have yet to try this product due to the climate where i live. i will probably begin next month using it. however, i work at a nursery and get asked all the time if we carry this particular brand of grass seed. it seems to be in high demand if so many people are asking for it. i am excited to use it next month and hope it generates the results everyone says it does.",4/22/2022,102,neutral,,,1,
17312,Garden,110886,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026400,312026381,Yes,2022-05-04T00:00:00,2022,5,18,Great Feed,Reasonably priced. Birds love. Black oil seed.,organic reviews,17.48,5,0,0,0,No,reasonably priced. birds love. black oil seed.,5/4/2022,7,positive,1,,1,
19178,Garden,130655,Pennington Ultimate 7 lbs. Songbird Food Seed Blend,http://www.homedepot.com/p/312026373,Homedepot,Pennington Bird,312026373,312026373,No,2022-05-28T00:00:00,2022,5,21,Birds loved it but too expensive probably not buying again...,Birds loved it but too expensive probably not buying again,organic reviews,15.98,5,0,0,0,No,birds loved it but too expensive probably not buying again,5/28/2022,10,negative,1,,,
12117,Garden,74032,Pennington 10 lbs. Premium Wild Finch Bird Food,http://www.homedepot.com/p/312026387,Homedepot,Pennington Bird,312026387,312026387,No,2022-02-22T00:00:00,2022,2,8,This quality bird seed is the one my backyard birds...,This quality bird seed is the one my backyard birds prefer,organic reviews,13.48,5,0,0,0,No,this quality bird seed is the one my backyard birds prefer,2/22/2022,11,positive,,,1,
23116,Garden,135136,Sevin Insect Killer Dust 3 lb. Bifenthrin,https://www.lowes.com/pd/Sevin-Sevin-Insect-Killer-Dust-3lb-Bifenthrin/5005468985,Lowes,GardenTech,5005468985,5005468985,No,2022-05-26T00:00:00,2022,5,21,"Sevin Dust works, different than liquid in use!","[This review was collected as part of a promotion.] I love Sevin liquid, which I have used many, many times. Its one of the only products I dont mind using on my food products due to its tenure in the market and wide-spread usage. I still use it sparingly as with any chemical but I feel better. PLUS its one of the only things that eradicates fire ants when most other things wont. Now, the dust. I love the dust for preventative and used this to prevent vine-borers in my squash. So far so good! I have also found that sometimes lightly misting the plants helps the dust stick, although not sure its best this way, havent tested with time. That said I do with, and why I gave it 4 vs 5 stars, is that there was a bellows or cap with a dispensing tip for pinpoint accuracy. This would help with getting it to a direct spot of trouble. Dont apply when really windy!",syndicated reviews,15.42,4,1,0,0,Yes,"[this review was collected as part of a promotion.] i love sevin liquid, which i have used many, many times. its one of the only products i dont mind using on my food products due to its tenure in the market and wide-spread usage. i still use it sparingly as with any chemical but i feel better. plus its one of the only things that eradicates fire ants when most other things wont. now, the dust. i love the dust for preventative and used this to prevent vine-borers in my squash. so far so good! i have also found that sometimes lightly misting the plants helps the dust stick, although not sure its best this way, havent tested with time. that said i do with, and why i gave it 4 vs 5 stars, is that there was a bellows or cap with a dispensing tip for pinpoint accuracy. this would help with getting it to a direct spot of trouble. dont apply when really windy!",5/26/2022,166,positive,,,1,1
