,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,efficient,effective,cost,ease of use,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,align_type,other_m
37,Garden,66757,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-06-09 0:00:00,2021,6,23,Easy to use,"[This review was collected as part of a promotion.] Used this this past season so Ill have to wait a while to see the full effects of the product, however I feel that its easy to use (understanding the proper way to use based on information given on the packaging) and that the quality is good. Im no gardening expert so the overall ease of use and understanding was helpful! Hoping to see the outcome this because the front of our house doesnt face direct sunlight so hoping that this will help!",organic reviews,22.97,4,0,0,0,Yes,"[this review was collected as part of a promotion.] used this this past season so ill have to wait a while to see the full effects of the product, however i feel that its easy to use (understanding the proper way to use based on information given on the packaging) and that the quality is good. im no gardening expert so the overall ease of use and understanding was helpful! hoping to see the outcome this because the front of our house doesnt face direct sunlight so hoping that this will help!",2021-06-09,92,Positive,0.0,1.0,0.0,1.0,positive,,efficient,effective,ease of use,0.9936113953590393,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
38,Garden,9813,MOSS OUT! For Roofs & Structures 6 lb Granules,http://www.homedepot.com/p/t/100484120,Homedepot,MossOut,100484120,100484120,No,2021-11-23 0:00:00,2021,11,47,Easy to use with results!,"[This review was collected as part of a promotion.] This product was very easy to use, and I liked the packaging. We moved to a home that has a moss issue. We used this and no more mods.",syndicated reviews,21.88,5,0,0,0,Yes,"[this review was collected as part of a promotion.] this product was very easy to use, and i liked the packaging. we moved to a home that has a moss issue. we used this and no more mods.",2021-11-23,38,Positive,0.0,1.0,0.0,1.0,positive,,efficient,effective,ease of use,0.9984633922576904,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
39,Garden,80065,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,No,2022-04-05 0:00:00,2022,4,14,It did not kill any of the moss on my...,It did not kill any of the moss on my lawn. I purchased two bags. Spread the moss killer and wet the lawn but it didnt do much.,organic reviews,19.99,1,0,0,0,No,it did not kill any of the moss on my lawn. i purchased two bags. spread the moss killer and wet the lawn but it didnt do much.,2022-04-05,28,Negative,0.0,0.0,0.0,0.0,negative,cost,,,,0.8806184530258179,"('cost', '', '', '', 'cost')",
40,Garden,131511,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,http://www.homedepot.com/p/100138813,Homedepot,MossOut,100138813,100138813,Yes,2022-05-19 0:00:00,2022,5,20,The Moss is gone!,"Ive had a bad moss problem that has progressed over the years. This is the third year applying Moss Out.  The two prior years I used the granular type, and while it worked it was not as good as the liquid. The moss will begin to turn brown almost immediately, and is very effective at killing it. The granular type was difficult to see that you had complete coverage. If you have a moss problem, I highly recommend this product.",organic reviews,16.88,5,0,0,0,No,"ive had a bad moss problem that has progressed over the years. this is the third year applying moss out.  the two prior years i used the granular type, and while it worked it was not as good as the liquid. the moss will begin to turn brown almost immediately, and is very effective at killing it. the granular type was difficult to see that you had complete coverage. if you have a moss problem, i highly recommend this product.",2022-05-19,81,Positive,0.0,1.0,0.0,0.0,negative,cost,efficient,effective,,0.9934374094009399,"('cost', 'efficient', 'effective', '', 'effective')",
41,Garden,70130,MOSS OUT! For Roofs & Structures 6 lb Granules,http://www.homedepot.com/p/100484120,Homedepot,MossOut,100484120,100484120,No,2021-12-01 0:00:00,2021,12,48,nice!,"[This review was collected as part of a promotion.] Used this to treat some moss a few weeks ago growing along my sidewalk and driveway. The moss appears to be mostly removed so for that, I feel good about this product! I would definitely like to try on my roof next. I dont see any reasons so far why I wouldnt purchase this in the future.",syndicated reviews,21.88,5,0,0,0,Yes,"[this review was collected as part of a promotion.] used this to treat some moss a few weeks ago growing along my sidewalk and driveway. the moss appears to be mostly removed so for that, i feel good about this product! i would definitely like to try on my roof next. i dont see any reasons so far why i wouldnt purchase this in the future.",2021-12-01,66,Positive,0.0,1.0,0.0,0.0,positive,,efficient,effective,,0.9994029998779297,"('', 'efficient', 'effective', '', 'effective')",
42,Garden,9769,MOSS OUT! For Roofs & Structures 6 lb Granules,http://www.homedepot.com/p/t/100484120,Homedepot,MossOut,100484120,100484120,No,2021-11-29 0:00:00,2021,11,48,nice,[This review was collected as part of a promotion.] I received this and was almost a bit confused but figured how to use was easy to apply definitely helped it look cleaner and not grown over. will buy this if its needed again I definitely recommend this product,syndicated reviews,21.88,4,0,0,0,Yes,[this review was collected as part of a promotion.] i received this and was almost a bit confused but figured how to use was easy to apply definitely helped it look cleaner and not grown over. will buy this if its needed again i definitely recommend this product,2021-11-29,48,Positive,0.0,1.0,0.0,1.0,positive,cost,efficient,effective,ease of use,0.9981932044029236,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
43,Garden,140430,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,Yes,2022-06-01 0:00:00,2022,6,22,This product did not work. I tried it twice and...,This product did not work. I tried it twice and it did not kill the moss.,organic reviews,16.47,1,0,0,0,No,this product did not work. i tried it twice and it did not kill the moss.,2022-06-01,16,Negative,0.0,0.0,0.0,0.0,negative,cost,,,,0.8455996513366699,"('cost', '', '', '', 'cost')",
44,Garden,9673,MOSS OUT! For Roofs & Walks Concentrate 54oz,http://www.homedepot.com/p/t/100598510,Homedepot,MossOut,100598510,100598510,No,2021-11-12 0:00:00,2021,11,45,Great!,"[This review was collected as part of a promotion.] This actually works! After spraying this to my sidewalk, the next morning the moss turned brown. I will just be careful next time as I accidentally killed a part of the grasses. Its easy to use, the smell is a tad overpowering. Overall, I am impressed.",syndicated reviews,0.0,4,0,0,0,Yes,"[this review was collected as part of a promotion.] this actually works! after spraying this to my sidewalk, the next morning the moss turned brown. i will just be careful next time as i accidentally killed a part of the grasses. its easy to use, the smell is a tad overpowering. overall, i am impressed.",2021-11-12,55,Positive,0.0,1.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9995473623275757,"('', 'efficient', 'effective', 'ease of use', 'effective')",
45,Garden,77034,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 40 lb Granules,https://www.homedepot.com/p/Moss-Out-40-lbs-Moss-Out-Moss-Killer-Plus-Fertilizer-20-0-5-100508948/202564341,Homedepot,MossOut,202564341,202564341,No,2022-03-15 0:00:00,2022,3,11,I doubled the coverage recommendations. It has been raining for...,I doubled the coverage recommendations. It has been raining for a couple of days since. The pellets have dissolved and are no longer visible. There has been zero change in the moss color or apparent excellent health. Waist of money.,organic reviews,0.0,1,0,0,0,No,i doubled the coverage recommendations. it has been raining for a couple of days since. the pellets have dissolved and are no longer visible. there has been zero change in the moss color or apparent excellent health. waist of money.,2022-03-15,40,Negative,0.0,0.0,0.0,0.0,negative,cost,,,,0.7348396182060242,"('cost', '', '', '', 'cost')",
46,Garden,90515,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2022-04-16 0:00:00,2022,4,15,Probably not,Had my sprinklers run to moisten the soil. Layed down moss out as per directions then ran sprinkler again and it did not see results in hours or a week later Would never buy this product again!,syndicated reviews,15.88,1,0,0,0,No,had my sprinklers run to moisten the soil. layed down moss out as per directions then ran sprinkler again and it did not see results in hours or a week later would never buy this product again!,2022-04-16,37,Negative,0.0,0.0,0.0,0.0,negative,cost,,,,0.7657517790794373,"('cost', '', '', '', 'cost')",
47,Garden,140037,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-06-12 0:00:00,2022,6,23,It works!!,Like the ease of use. It is killing the moss!,organic reviews,22.48,5,0,0,0,No,like the ease of use. it is killing the moss!,2022-06-12,10,Positive,0.0,1.0,0.0,1.0,negative,,efficient,effective,ease of use,0.9700504541397095,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
48,Garden,70830,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-03 0:00:00,2021,12,48,Works great!,[This review was collected as part of a promotion.] Easy to use and got rid of the moss in my lawn in the back yard. Definitely will be buying this again if I have moss issues.,organic reviews,21.84,5,0,0,0,Yes,[this review was collected as part of a promotion.] easy to use and got rid of the moss in my lawn in the back yard. definitely will be buying this again if i have moss issues.,2021-12-03,36,Positive,0.0,1.0,0.0,1.0,positive,,efficient,effective,ease of use,0.9992336630821228,"('', 'efficient', 'effective', 'ease of use', 'effective')",
49,Garden,73097,5 lbs. Moss Out! Ready-to-Use Moss Killer Lawn Granules,http://www.homedepot.com/p/314752274,Homedepot,MossOut,314752274,314752274,No,2022-02-15 0:00:00,2022,2,7,easy & effective!,"[This review was collected as part of a promotion.] Moss out is easy to use and effective. Where I live we get all sorts of weeds, this helped control some in my lawn and didnt hurt my grass. I would like to try some more of their products on the rest of my yards weeds.",syndicated reviews,14.97,5,0,0,0,Yes,"[this review was collected as part of a promotion.] moss out is easy to use and effective. where i live we get all sorts of weeds, this helped control some in my lawn and didnt hurt my grass. i would like to try some more of their products on the rest of my yards weeds.",2022-02-15,55,Positive,0.0,1.0,0.0,1.0,positive,,efficient,effective,ease of use,0.9994490742683411,"('', 'efficient', 'effective', 'ease of use', 'effective')",
50,Garden,140039,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-06-14 0:00:00,2022,6,24,Works really well.,This works really well. Just make sure to read instructions- especially about having your yard slightly damp prior to spreading.,organic reviews,22.48,5,0,0,0,No,this works really well. just make sure to read instructions- especially about having your yard slightly damp prior to spreading.,2022-06-14,20,Positive,0.0,1.0,0.0,0.0,positive,,efficient,effective,,0.9993613362312317,"('', 'efficient', 'effective', '', 'effective')",
51,Garden,70694,MOSS OUT! For Lawns Granules 40 lb Granules,https://www.lowes.com/pd/Lilly-Miller-40-lb-Moss-Control/1000342343,Lowes,MossOut,1000342343,1000342343,No,2021-12-04 0:00:00,2021,12,48,great!,[This review was collected as part of a promotion.] I received this product for free from Influenster for testing purposes So far so good! We started using this a couple weeks ago on the lawn at our new house. Were starting to see some better control over the moss but are still waiting longer for the optimal results. Working out so far!,syndicated reviews,27.98,4,0,0,0,Yes,[this review was collected as part of a promotion.] i received this product for free from influenster for testing purposes so far so good! we started using this a couple weeks ago on the lawn at our new house. were starting to see some better control over the moss but are still waiting longer for the optimal results. working out so far!,2021-12-04,62,Positive,1.0,1.0,0.0,0.0,positive,,,effective,,0.9912601113319397,"('', '', 'effective', '', 'effective')",
